Ft,Fs,Depth
1.9669,0.75271,18.4
1.986,0.75875,18.4
2.0049,0.76262,18.4
2.0254,0.76605,18.4
2.0471,0.76812,18.4
2.0677,0.77062,18.4
2.0878,0.776,18.4
2.1085,0.7806,18.4
2.1281,0.78553,18.4
2.1481,0.79149,18.4
2.167,0.79851,18.4
2.1872,0.80453,18.4
2.2089,0.80964,18.4
2.2308,0.81599,18.4
2.2529,0.82429,18.4
2.2754,0.83632,18.4
2.2958,0.84136,18.4
2.3181,0.85248,18.4
2.338,0.86046,18.4
2.3604,0.87298,18.4
2.3804,0.88075,18.4
2.403,0.89238,18.4
2.4258,0.90138,18.4
2.4485,0.91052,18.4
2.4703,0.92161,18.4
2.493,0.93184,18.4
2.5173,0.94187,18.4
2.5398,0.95424,18.4
2.5636,0.96557,18.4
2.5876,0.97957,18.4
2.6099,0.99217,18.4
2.6332,1.0043,18.4
2.656,1.018,18.4
2.6777,1.0336,18.4
2.6994,1.0481,18.4
2.7205,1.0646,18.4
2.7422,1.0802,18.4
2.7642,1.0969,18.4
2.7863,1.1144,18.4
2.8094,1.1333,18.377
2.8304,1.1527,18.343
2.8502,1.1718,18.308
2.8715,1.193,18.274
2.8938,1.2121,18.243
2.9182,1.2338,18.219
2.9424,1.254,18.187
2.9636,1.2781,18.156
2.9867,1.2995,18.122
3.0103,1.3201,18.095
3.0331,1.3415,18.06
3.0559,1.3667,18.033
3.0805,1.388,18.003
3.1042,1.4132,17.971
3.1285,1.4376,17.938
3.1529,1.4616,17.903
3.1765,1.4872,17.865
3.2001,1.5144,17.83
3.2218,1.5418,17.78
3.245,1.5697,17.744
3.267,1.5981,17.697
3.2894,1.6289,17.663
3.312,1.6604,17.634
3.3355,1.6919,17.597
3.3588,1.7257,17.559
3.3834,1.7614,17.527
3.4067,1.7949,17.482
3.4312,1.8313,17.443
3.4543,1.8725,17.417
3.4787,1.9087,17.377
3.5016,1.9482,17.345
3.5268,1.9869,17.316
3.552,2.0278,17.285
3.5788,2.0659,17.245
3.6036,2.1042,17.204
3.6298,2.145,17.172
3.6538,2.183,17.13
3.6804,2.2223,17.092
3.7041,2.2594,17.05
3.7291,2.2979,17.007
3.754,2.3366,16.971
3.7788,2.3779,16.934
3.8053,2.4154,16.9
3.8305,2.4573,16.859
3.8573,2.4973,16.821
3.8847,2.5324,16.772
3.9106,2.5696,16.73
3.9367,2.6096,16.688
3.9646,2.6507,16.655
3.9924,2.6915,16.615
4.0192,2.7318,16.568
4.0468,2.7747,16.532
4.0718,2.8175,16.493
4.0979,2.8591,16.453
4.1241,2.9005,16.412
4.1508,2.9425,16.372
4.1795,2.9853,16.332
4.2062,3.0259,16.286
4.2331,3.0707,16.25
4.2607,3.114,16.214
4.2856,3.1563,16.168
4.3138,3.1997,16.126
4.3434,3.244,16.088
4.3731,3.2889,16.053
4.3998,3.3372,16.017
4.4261,3.3831,15.979
4.4535,3.4288,15.936
4.4826,3.4749,15.899
4.5074,3.5233,15.857
4.5362,3.5695,15.821
4.5641,3.6147,15.779
4.5916,3.6597,15.736
4.6199,3.706,15.7
4.6452,3.7518,15.662
4.6731,3.7996,15.622
4.6994,3.8482,15.582
4.7246,3.9011,15.546
4.7527,3.9472,15.509
4.7816,3.9941,15.469
4.8084,4.0439,15.426
4.8358,4.0923,15.386
4.8589,4.1435,15.344
4.8843,4.1904,15.3
4.9101,4.2412,15.266
4.9332,4.2912,15.221
4.9567,4.3384,15.177
4.9811,4.3884,15.133
5.005,4.4377,15.088
5.0267,4.4875,15.047
5.0505,4.5389,15.007
5.0738,4.5885,14.967
5.097,4.6386,14.919
5.121,4.6891,14.88
5.1441,4.7423,14.844
5.1664,4.7916,14.795
5.1896,4.8448,14.755
5.212,4.8948,14.713
5.2346,4.9435,14.672
5.2582,4.9975,14.631
5.2791,5.0465,14.586
5.3001,5.0997,14.542
5.324,5.1517,14.5
5.3453,5.2062,14.461
5.3666,5.2637,14.42
5.389,5.3179,14.376
5.4082,5.3743,14.332
5.4289,5.4334,14.289
5.4487,5.4928,14.247
5.4716,5.5507,14.203
5.4907,5.6153,14.161
5.5119,5.6737,14.116
5.5329,5.7376,14.073
5.554,5.803,14.034
5.5719,5.8669,13.986
5.5915,5.9314,13.941
5.6113,5.9957,13.899
5.6326,6.0619,13.857
5.6532,6.1282,13.814
5.6736,6.1982,13.775
5.6932,6.2655,13.734
5.714,6.3308,13.691
5.733,6.4009,13.649
5.7542,6.4676,13.606
5.7717,6.5427,13.568
5.7908,6.6148,13.529
5.8096,6.6894,13.489
5.8278,6.765,13.449
5.8413,6.8425,13.407
5.8562,6.9212,13.368
5.8712,7,13.329
5.8848,7.0836,13.287
5.8997,7.167,13.246
5.9137,7.2478,13.204
5.9294,7.3323,13.163
5.9452,7.4146,13.122
5.9599,7.4979,13.083
5.9723,7.5833,13.042
5.9814,7.673,13.003
5.9901,7.7617,12.963
5.9993,7.85,12.921
6.0099,7.9401,12.882
6.0206,8.0286,12.841
6.0297,8.1202,12.8
6.0404,8.2133,12.761
6.0485,8.3055,12.721
6.0568,8.397,12.679
6.0639,8.4891,12.639
6.0685,8.5849,12.601
6.0722,8.6775,12.561
6.075,8.7748,12.523
6.0776,8.8676,12.483
6.0795,8.963,12.444
6.0821,9.056,12.408
6.0837,9.1453,12.369
6.0845,9.2396,12.331
6.0843,9.3322,12.293
6.0804,9.4286,12.255
6.0771,9.5249,12.218
6.075,9.6213,12.18
6.0732,9.7205,12.142
6.0724,9.8207,12.108
6.073,9.9164,12.07
6.0701,10.013,12.033
6.0691,10.113,11.998
6.0675,10.213,11.961
6.0632,10.311,11.925
6.0587,10.408,11.889
6.0587,10.503,11.852
6.0553,10.599,11.815
6.0548,10.693,11.776
6.0506,10.791,11.74
6.0493,10.893,11.705
6.0485,10.996,11.668
6.0474,11.098,11.633
6.043,11.198,11.598
6.0403,11.3,11.563
6.0376,11.402,11.528
6.0361,11.505,11.495
6.0347,11.607,11.461
6.0327,11.709,11.427
6.0303,11.81,11.393
6.024,11.908,11.359
6.0226,12.007,11.326
6.0199,12.113,11.294
6.0166,12.215,11.262
6.0135,12.316,11.23
6.0066,12.417,11.197
6.0028,12.516,11.163
5.9991,12.618,11.131
5.9948,12.723,11.103
5.9871,12.822,11.073
5.979,12.925,11.043
5.9708,13.028,11.013
5.9603,13.128,10.982
5.9502,13.224,10.951
5.9393,13.32,10.921
5.9298,13.422,10.891
5.92,13.523,10.862
5.9088,13.625,10.832
5.8954,13.725,10.802
5.8842,13.822,10.776
5.87,13.926,10.749
5.8541,14.027,10.722
5.8377,14.128,10.694
5.823,14.225,10.666
5.8069,14.324,10.638
5.7911,14.423,10.61
5.7755,14.52,10.584
5.7572,14.619,10.556
5.7388,14.716,10.528
5.7204,14.817,10.5
5.7044,14.908,10.472
5.6884,15.001,10.444
5.6702,15.1,10.416
5.6513,15.198,10.39
5.6332,15.293,10.364
5.6164,15.388,10.339
5.5963,15.488,10.313
5.5795,15.59,10.287
5.5646,15.684,10.261
5.5478,15.785,10.235
5.5311,15.885,10.21
5.5142,15.988,10.185
5.4976,16.088,10.159
5.483,16.191,10.135
5.4683,16.298,10.11
5.4517,16.403,10.084
5.4387,16.518,10.059
5.4262,16.624,10.033
5.4109,16.739,10.007
5.3958,16.856,9.9825
5.3823,16.976,9.9576
5.3675,17.094,9.9317
5.3529,17.218,9.9071
5.3364,17.348,9.8814
5.3213,17.476,9.8557
5.3046,17.606,9.8289
5.2892,17.738,9.8029
5.2746,17.872,9.7776
5.2627,18.003,9.7512
5.2476,18.139,9.7252
5.2334,18.273,9.6978
5.2178,18.405,9.6704
5.2016,18.544,9.6431
5.1865,18.68,9.615
5.1709,18.821,9.5886
5.154,18.958,9.5611
5.1383,19.095,9.5339
5.122,19.236,9.5082
5.1068,19.378,9.4826
5.0905,19.521,9.458
5.0747,19.662,9.4325
5.0586,19.806,9.4085
5.043,19.944,9.3829
5.0279,20.084,9.3586
5.0111,20.225,9.3322
4.9952,20.365,9.3064
4.9779,20.506,9.2822
4.963,20.645,9.2587
4.9481,20.783,9.2333
4.931,20.924,9.2079
4.9134,21.067,9.1842
4.8955,21.207,9.1612
4.8771,21.353,9.1394
4.8578,21.498,9.1166
4.8387,21.643,9.0923
4.8194,21.785,9.0695
4.7997,21.928,9.0458
4.7804,22.069,9.0216
4.7583,22.217,8.9982
4.739,22.364,8.9735
4.7198,22.507,8.9509
4.6998,22.651,8.9293
4.6793,22.796,8.9059
4.6605,22.942,8.8851
4.6409,23.085,8.8609
4.6211,23.232,8.8397
4.5987,23.38,8.8194
4.5772,23.527,8.7976
4.5554,23.676,8.775
4.5343,23.82,8.7525
4.5147,23.967,8.7315
4.4929,24.114,8.7102
4.4725,24.263,8.6887
4.4521,24.412,8.6663
4.4327,24.561,8.6451
4.4105,24.711,8.624
4.388,24.862,8.6032
4.3646,25.016,8.5821
4.3439,25.17,8.5626
4.3217,25.324,8.5424
4.2976,25.481,8.5214
4.2759,25.636,8.5022
4.2529,25.795,8.4831
4.2295,25.951,8.4619
4.2073,26.112,8.4426
4.1848,26.273,8.4243
4.1619,26.437,8.4059
4.1401,26.596,8.387
4.1181,26.754,8.3664
4.097,26.912,8.3469
4.076,27.068,8.3276
4.0542,27.227,8.3079
4.0328,27.384,8.2889
4.0097,27.544,8.2946
3.987,27.704,8.3107
3.9664,27.862,8.3269
3.9449,28.022,8.3439
3.9227,28.179,8.3561
3.8986,28.337,8.3617
3.8758,28.495,8.3755
3.8547,28.65,8.3885
3.8327,28.807,8.4042
3.8086,28.964,8.4125
3.7841,29.122,8.4282
3.7619,29.277,8.4371
3.738,29.434,8.4486
3.7148,29.593,8.4626
3.6903,29.753,8.4785
3.667,29.917,8.4955
3.6427,30.079,8.5155
3.6196,30.238,8.5321
3.5985,30.398,8.5649
3.5764,30.558,8.584
3.5531,30.716,8.6129
3.5303,30.877,8.6304
3.5065,31.033,8.6417
3.4825,31.191,8.6615
3.4594,31.346,8.6815
3.4347,31.504,8.6977
3.4119,31.662,8.7253
3.3883,31.82,8.7478
3.366,31.973,8.7566
3.3403,32.131,8.7795
3.3174,32.285,8.797
3.2943,32.434,8.8094
3.2681,32.586,8.8244
3.2409,32.742,8.8494
3.2161,32.897,8.8744
3.1899,33.054,8.8919
3.1666,33.211,8.9195
3.14,33.371,8.9423
3.1151,33.531,8.9701
3.0906,33.691,8.9977
3.0639,33.851,9.0201
3.0401,34.012,9.0432
3.014,34.174,9.062
2.9893,34.335,9.0877
2.9616,34.501,9.1119
2.9337,34.669,9.1453
2.9085,34.835,9.174
2.8832,35,9.2005
2.8558,35.169,9.2209
2.8287,35.335,9.2471
2.8038,35.506,9.2816
2.7764,35.677,9.3045
2.7508,35.848,9.33
2.7241,36.018,9.3569
2.7,36.187,9.3841
2.6733,36.362,9.4117
2.6446,36.539,9.4384
2.6187,36.717,9.4713
2.592,36.892,9.4948
2.5645,37.067,9.5179
2.539,37.248,9.5498
2.514,37.432,9.5802
2.4858,37.615,9.6056
2.4567,37.8,9.6284
2.43,37.984,9.6518
2.4039,38.167,9.6763
2.3772,38.354,9.7068
2.3485,38.542,9.7307
2.3234,38.727,9.7595
2.295,38.917,9.7833
2.2674,39.108,9.8121
2.2402,39.3,9.8433
2.2117,39.491,9.8666
2.1863,39.682,9.8929
2.1597,39.875,9.9198
2.1338,40.068,9.9475
2.109,40.256,9.9714
2.0826,40.446,9.9955
2.0536,40.641,10.023
2.0294,40.842,10.053
2.0028,41.042,10.082
1.9793,41.24,10.112
1.9534,41.443,10.144
1.9294,41.641,10.167
1.9061,41.841,10.199
1.8822,42.047,10.233
1.8591,42.251,10.265
1.8366,42.455,10.3
1.8149,42.66,10.33
1.7927,42.863,10.36
1.7698,43.069,10.389
1.7479,43.278,10.426
1.7245,43.488,10.455
1.7031,43.695,10.481
1.6798,43.909,10.52
1.6571,44.117,10.549
1.6354,44.329,10.582
1.6134,44.539,10.614
1.5912,44.749,10.646
1.5695,44.96,10.681
1.5493,45.169,10.715
1.5271,45.378,10.747
1.5067,45.585,10.776
1.4876,45.791,10.808
1.4672,46.002,10.842
1.4485,46.209,10.877
1.4292,46.418,10.912
1.4084,46.627,10.944
1.3865,46.839,10.979
1.3683,47.047,11.012
1.3484,47.259,11.047
1.3277,47.47,11.081
1.3075,47.681,11.11
1.2885,47.896,11.148
1.2694,48.112,11.184
1.2508,48.327,11.217
1.2302,48.543,11.25
1.209,48.76,11.284
1.1891,48.977,11.314
1.1719,49.195,11.346
1.152,49.413,11.38
1.1333,49.63,11.413
1.1127,49.85,11.448
1.0945,50.066,11.478
1.0762,50.285,11.509
1.0585,50.503,11.54
1.0414,50.721,11.572
1.0269,50.935,11.604
1.0137,51.15,11.636
1.0013,51.36,11.667
0.98805,51.57,11.701
0.97631,51.779,11.735
0.9615,51.994,11.77
0.946,52.205,11.803
0.93033,52.414,11.835
0.91726,52.622,11.867
0.90325,52.833,11.901
0.8918,53.037,11.933
0.87845,53.246,11.967
0.86374,53.454,12.001
0.84951,53.663,12.034
0.83449,53.871,12.066
0.81936,54.079,12.101
0.8043,54.284,12.133
0.7916,54.49,12.167
0.77691,54.698,12.202
0.76286,54.908,12.236
0.74967,55.117,12.268
0.73699,55.329,12.302
0.72308,55.54,12.333
0.70872,55.755,12.367
0.69699,55.969,12.401
0.68577,56.18,12.431
0.67515,56.397,12.465
0.66588,56.611,12.497
0.65485,56.828,12.53
0.6467,57.042,12.562
0.63745,57.257,12.594
0.62855,57.473,12.626
0.6181,57.686,12.658
0.60696,57.899,12.687
0.59814,58.114,12.72
0.59047,58.332,12.753
0.58204,58.542,12.783
0.57278,58.755,12.815
0.56674,58.969,12.846
0.55928,59.185,12.877
0.5511,59.398,12.91
0.5431,59.613,12.942
0.5363,59.826,12.976
0.52865,60.041,13.007
0.51983,60.252,13.038
0.5137,60.462,13.071
0.50679,60.674,13.101
0.50152,60.886,13.13
0.4964,61.099,13.162
0.49052,61.312,13.192
0.48364,61.52,13.221
0.47609,61.731,13.251
0.47001,61.944,13.28
0.46454,62.158,13.31
0.46185,62.374,13.341
0.45689,62.584,13.369
0.44985,62.794,13.398
0.44621,63.004,13.426
0.44137,63.217,13.454
0.43823,63.432,13.484
0.43552,63.645,13.514
0.43096,63.858,13.543
0.42869,64.066,13.567
0.43007,64.283,13.595
0.42961,64.499,13.622
0.42866,64.714,13.649
0.42706,64.935,13.677
0.42737,65.156,13.704
0.42743,65.381,13.731
0.42542,65.601,13.758
0.42656,65.823,13.785
0.42587,66.045,13.812
0.42507,66.268,13.839
0.42439,66.487,13.863
0.4242,66.703,13.887
0.42511,66.92,13.911
0.42555,67.139,13.936
0.42542,67.36,13.963
0.42501,67.578,13.988
0.42513,67.793,14.014
0.424,68.013,14.039
0.4257,68.228,14.065
0.42802,68.444,14.091
0.4293,68.658,14.118
0.42986,68.879,14.146
0.42975,69.1,14.172
0.42934,69.317,14.199
0.43002,69.537,14.225
0.43066,69.762,14.25
0.42927,69.989,14.275
0.43021,70.21,14.3
0.43139,70.431,14.326
0.43003,70.65,14.351
0.42927,70.869,14.378
0.42805,71.087,14.403
0.42672,71.301,14.429
0.42501,71.515,14.455
0.42329,71.723,14.479
0.42181,71.925,14.504
0.42061,72.13,14.531
0.41826,72.322,14.556
0.41622,72.521,14.582
0.41604,72.714,14.608
0.41547,72.901,14.633
0.41517,73.086,14.658
0.41483,73.272,14.685
0.41452,73.454,14.71
0.41374,73.634,14.737
0.41424,73.815,14.763
0.4164,73.997,14.79
0.41643,74.177,14.816
0.41592,74.357,14.843
0.41547,74.533,14.871
0.41591,74.708,14.898
0.41567,74.883,14.927
0.41684,75.055,14.955
0.41685,75.227,14.983
0.41666,75.4,15.012
0.4166,75.568,15.039
0.41675,75.742,15.069
0.41761,75.915,15.097
0.41759,76.086,15.124
0.41588,76.256,15.151
0.4161,76.428,15.177
0.41574,76.599,15.204
0.41672,76.769,15.23
0.41678,76.938,15.257
0.41566,77.107,15.282
0.41584,77.279,15.311
0.41521,77.45,15.338
0.41614,77.617,15.364
0.41543,77.782,15.389
0.41516,77.952,15.417
0.41494,78.12,15.444
0.41342,78.285,15.47
0.41359,78.45,15.495
0.41462,78.612,15.518
0.41596,78.775,15.543
0.41613,78.94,15.569
0.41626,79.101,15.594
0.41679,79.262,15.62
0.41594,79.424,15.647
0.41599,79.58,15.673
0.41553,79.736,15.701
0.41437,79.891,15.726
0.41301,80.043,15.75
0.41463,80.198,15.776
0.41553,80.351,15.799
0.41526,80.5,15.826
0.41405,80.646,15.849
0.41448,80.792,15.871
0.41406,80.937,15.896
0.41357,81.079,15.921
0.41273,81.221,15.946
0.41201,81.364,15.97
0.41264,81.504,15.994
0.41237,81.639,16.018
0.41145,81.773,16.044
0.40955,81.906,16.067
0.40977,82.038,16.092
0.40907,82.167,16.115
0.40985,82.294,16.139
0.40924,82.421,16.161
0.40903,82.544,16.185
0.40865,82.665,16.208
0.40844,82.787,16.23
0.40835,82.906,16.252
0.40763,83.021,16.276
0.40709,83.137,16.298
0.40763,83.248,16.318
0.4073,83.358,16.34
0.40739,83.47,16.362
0.40679,83.579,16.386
0.40562,83.689,16.408
0.40568,83.797,16.431
0.40591,83.905,16.454
0.40588,84.013,16.476
0.40625,84.116,16.497
0.40684,84.215,16.517
0.40571,84.318,16.539
0.40533,84.418,16.56
0.40484,84.521,16.583
0.40581,84.617,16.604
0.405,84.716,16.626
0.4039,84.814,16.647
0.40444,84.915,16.668
0.40394,85.012,16.69
0.40641,85.106,16.713
0.40678,85.201,16.736
0.40662,85.296,16.757
0.40623,85.388,16.78
0.40659,85.475,16.801
0.40447,85.556,16.822
0.40483,85.639,16.844
0.40422,85.721,16.865
0.40379,85.801,16.886
0.40262,85.877,16.907
0.40385,85.955,16.929
0.40342,86.028,16.949
0.40354,86.1,16.971
0.40512,86.17,16.993
0.40647,86.236,17.015
0.40728,86.299,17.035
0.4084,86.362,17.057
0.40861,86.422,17.077
0.40727,86.483,17.099
0.40758,86.543,17.12
0.40692,86.6,17.139
0.40611,86.66,17.16
0.40813,86.716,17.181
0.40856,86.77,17.2
0.40887,86.825,17.22
0.41089,86.872,17.239
0.41078,86.921,17.258
0.41044,86.966,17.277
0.41042,87.011,17.297
0.41039,87.055,17.316
0.41045,87.092,17.334
0.40937,87.127,17.351
0.40903,87.162,17.371
0.4088,87.196,17.39
0.41129,87.228,17.409
0.41245,87.259,17.429
0.41282,87.287,17.446
0.41223,87.315,17.465
0.41254,87.34,17.482
0.41408,87.364,17.5
0.41257,87.386,17.517
0.41415,87.405,17.535
0.41649,87.423,17.553
0.4178,87.443,17.571
0.41606,87.463,17.589
0.41618,87.48,17.606
0.41729,87.492,17.623
0.41714,87.504,17.64
0.42086,87.513,17.659
0.42028,87.523,17.676
0.42071,87.528,17.693
0.41907,87.53,17.71
0.41845,87.532,17.727
0.41836,87.531,17.745
0.4192,87.528,17.762
0.42067,87.527,17.781
0.4206,87.523,17.799
0.42215,87.514,17.817
0.42267,87.509,17.835
0.42324,87.499,17.852
0.42458,87.489,17.869
0.4254,87.479,17.887
0.42662,87.467,17.904
0.42579,87.454,17.921
0.4278,87.438,17.938
0.42992,87.422,17.955
0.43007,87.411,17.973
0.42781,87.4,17.991
0.42976,87.384,18.009
0.42978,87.362,18.028
0.42931,87.339,18.044
0.4305,87.317,18.061
0.4321,87.294,18.078
0.4329,87.272,18.095
0.43212,87.248,18.113
0.43276,87.22,18.13
0.43199,87.191,18.146
0.43176,87.165,18.164
0.43046,87.133,18.18
0.42866,87.104,18.196
0.43045,87.071,18.213
0.43018,87.036,18.229
0.42969,86.995,18.244
0.42932,86.957,18.26
0.4299,86.915,18.275
0.43027,86.871,18.29
0.42951,86.826,18.305
0.42733,86.784,18.32
0.42679,86.736,18.334
0.42678,86.687,18.349
0.42697,86.638,18.365
0.42603,86.588,18.379
0.42662,86.534,18.394
0.42537,86.481,18.408
0.42571,86.425,18.423
0.42453,86.366,18.437
0.42586,86.304,18.452
0.42577,86.24,18.467
0.42542,86.175,18.48
0.42566,86.107,18.494
0.4264,86.039,18.508
0.42667,85.967,18.523
0.42826,85.891,18.538
0.42775,85.811,18.551
0.42688,85.731,18.564
0.42573,85.653,18.578
0.42667,85.571,18.59
0.4273,85.485,18.604
0.4268,85.395,18.617
0.42504,85.306,18.629
0.42561,85.216,18.642
0.42561,85.128,18.656
0.42611,85.034,18.669
0.4287,84.936,18.681
0.43076,84.838,18.695
0.43054,84.74,18.707
0.43213,84.639,18.719
0.43306,84.538,18.732
0.43147,84.437,18.743
0.43016,84.338,18.753
0.4298,84.234,18.764
0.42709,84.13,18.773
0.4286,84.023,18.784
0.42876,83.916,18.795
0.42966,83.814,18.806
0.42867,83.709,18.817
0.42886,83.601,18.827
0.42752,83.497,18.838
0.42855,83.389,18.848
0.43028,83.28,18.857
0.4303,83.17,18.868
0.43237,83.06,18.877
0.43396,82.949,18.886
0.43331,82.837,18.896
0.43146,82.727,18.905
0.43126,82.612,18.914
0.43141,82.496,18.923
0.43114,82.375,18.932
0.4312,82.254,18.94
0.43202,82.13,18.949
0.4345,82.002,18.958
0.43444,81.876,18.967
0.43469,81.75,18.976
0.43605,81.624,18.984
0.4364,81.494,18.991
0.43766,81.364,19
0.43729,81.233,19.009
0.43839,81.099,19.017
0.43917,80.965,19.025
0.44004,80.828,19.034
0.44156,80.691,19.042
0.44041,80.551,19.048
0.44026,80.412,19.056
0.4418,80.274,19.065
0.44277,80.137,19.073
0.44178,80,19.08
0.44273,79.862,19.089
0.44373,79.722,19.096
0.44569,79.58,19.104
0.44655,79.44,19.112
0.44948,79.297,19.119
0.45105,79.153,19.127
0.45059,79.01,19.135
0.45112,78.866,19.142
0.45225,78.723,19.151
0.45237,78.578,19.157
0.45335,78.431,19.163
0.45453,78.286,19.17
0.45656,78.141,19.176
0.45763,77.995,19.183
0.45841,77.847,19.189
0.45992,77.697,19.194
0.45946,77.551,19.201
0.4608,77.4,19.206
0.4608,77.25,19.212
0.46329,77.097,19.218
0.46433,76.945,19.225
0.46484,76.795,19.232
0.46614,76.641,19.238
0.46608,76.485,19.244
0.46547,76.328,19.25
0.4657,76.171,19.256
0.46568,76.01,19.261
0.46703,75.85,19.267
0.46831,75.685,19.272
0.47043,75.521,19.278
0.47122,75.356,19.283
0.46988,75.188,19.288
0.46904,75.019,19.294
0.47003,74.851,19.3
0.4714,74.684,19.304
0.47271,74.518,19.308
0.47329,74.352,19.313
0.47558,74.183,19.318
0.47555,74.015,19.323
0.47683,73.85,19.328
0.47802,73.684,19.332
0.47951,73.516,19.337
0.48051,73.352,19.341
0.48076,73.183,19.346
0.47938,73.015,19.35
0.47889,72.844,19.354
0.47981,72.671,19.358
0.48106,72.496,19.363
0.48106,72.319,19.366
0.47987,72.138,19.371
0.48006,71.959,19.374
0.48064,71.781,19.378
0.47937,71.598,19.382
0.48022,71.421,19.386
0.48102,71.238,19.391
0.48099,71.058,19.393
0.48222,70.879,19.397
0.48481,70.703,19.399
0.48583,70.529,19.401
0.48747,70.354,19.405
0.48727,70.178,19.408
0.4875,70.006,19.412
0.48823,69.832,19.416
0.49114,69.658,19.419
0.49264,69.487,19.422
0.49295,69.315,19.425
0.49282,69.139,19.427
0.49393,68.963,19.43
0.49543,68.784,19.432
0.49578,68.604,19.435
0.49259,68.425,19.439
0.49257,68.247,19.442
0.49351,68.068,19.444
0.49477,67.888,19.446
0.49527,67.708,19.447
0.49636,67.53,19.448
0.49757,67.355,19.451
0.49788,67.176,19.454
0.49929,66.997,19.456
0.5013,66.82,19.457
0.50326,66.638,19.459
0.50476,66.461,19.463
0.50564,66.283,19.464
0.50632,66.107,19.467
0.50527,65.926,19.468
0.50627,65.747,19.47
0.50649,65.567,19.471
0.50779,65.39,19.474
0.50932,65.216,19.476
0.5109,65.039,19.478
0.51162,64.86,19.479
0.51195,64.682,19.481
0.51296,64.505,19.483
0.51416,64.325,19.485
0.51488,64.143,19.488
0.51537,63.96,19.489
0.51608,63.777,19.491
0.51676,63.59,19.493
0.5153,63.401,19.496
0.51492,63.211,19.498
0.51616,63.022,19.501
0.51681,62.83,19.503
0.51729,62.639,19.505
0.51898,62.452,19.508
0.51906,62.262,19.508
0.522,62.074,19.508
0.52295,61.882,19.511
0.52168,61.685,19.512
0.52003,61.486,19.515
0.52096,61.288,19.517
0.52224,61.092,19.519
0.52362,60.894,19.523
0.5263,60.694,19.527
0.5281,60.495,19.531
0.52904,60.292,19.535
0.52874,60.085,19.538
0.52864,59.881,19.542
0.52933,59.674,19.544
0.53045,59.468,19.547
0.532,59.262,19.55
0.53315,59.055,19.557
0.53468,58.849,19.561
0.53493,58.639,19.566
0.53558,58.425,19.571
0.53666,58.212,19.576
0.53687,57.998,19.581
0.53665,57.781,19.587
0.53764,57.565,19.594
0.53839,57.353,19.599
0.5391,57.137,19.605
0.54008,56.921,19.613
0.54079,56.704,19.621
0.54154,56.487,19.628
0.54328,56.273,19.632
0.54422,56.06,19.638
0.54374,55.846,19.643
0.54439,55.629,19.652
0.54482,55.411,19.655
0.54566,55.197,19.662
0.5459,54.984,19.671
0.54579,54.768,19.679
0.54819,54.553,19.686
0.54869,54.334,19.695
0.54808,54.121,19.704
0.54853,53.906,19.713
0.54874,53.689,19.72
0.54786,53.47,19.727
0.54868,53.253,19.737
0.54742,53.036,19.744
0.54666,52.816,19.75
0.54555,52.595,19.758
0.54751,52.376,19.768
0.54788,52.158,19.78
0.54937,51.94,19.792
0.55023,51.724,19.804
0.55106,51.51,19.812
0.55058,51.294,19.822
0.55083,51.081,19.832
0.55197,50.866,19.84
0.551,50.648,19.851
0.5508,50.432,19.864
0.55013,50.219,19.877
0.54922,50.007,19.888
0.54875,49.792,19.902
0.54681,49.576,19.919
0.54543,49.36,19.935
0.54622,49.144,19.949
0.54622,48.927,19.965
0.54702,48.711,19.978
0.54707,48.493,19.994
0.54628,48.274,20.009
0.54721,48.046,20.024
0.54632,47.817,20.038
0.54475,47.591,20.051
0.54483,47.365,20.065
0.54476,47.136,20.079
0.54428,46.907,20.093
0.54356,46.677,20.107
0.54315,46.451,20.121
0.54403,46.224,20.136
0.54343,45.997,20.149
0.54376,45.772,20.164
0.54202,45.547,20.178
0.54118,45.321,20.191
0.54039,45.1,20.206
0.54221,44.878,20.22
0.54145,44.655,20.234
0.53946,44.434,20.248
0.53914,44.213,20.262
0.53798,43.99,20.276
0.53631,43.768,20.289
0.53536,43.545,20.303
0.53455,43.324,20.317
0.53435,43.099,20.331
0.53369,42.878,20.345
0.53326,42.657,20.359
0.5296,42.439,20.372
0.53146,42.22,20.386
0.53102,42.003,20.4
0.53011,41.786,20.414
0.53006,41.569,20.427
0.53008,41.352,20.44
0.52974,41.135,20.454
0.52873,40.917,20.467
0.52835,40.701,20.48
0.52669,40.486,20.492
0.52745,40.268,20.506
0.52698,40.052,20.52
0.52666,39.834,20.534
0.52686,39.617,20.547
0.52619,39.4,20.56
0.52662,39.184,20.574
0.52456,38.97,20.588
0.52173,38.752,20.601
0.52248,38.536,20.614
0.52175,38.316,20.627
0.52163,38.099,20.64
0.51946,37.88,20.652
0.52039,37.666,20.666
0.51871,37.451,20.679
0.5194,37.239,20.648
0.51803,37.024,20.618
0.51952,36.812,20.591
0.51899,36.602,20.564
0.51879,36.393,20.537
0.51875,36.186,20.502
0.51898,35.983,20.469
0.51897,35.78,20.44
0.51719,35.578,20.414
0.51761,35.377,20.383
0.51696,35.182,20.355
0.51587,34.989,20.332
0.51599,34.798,20.3
0.5155,34.609,20.271
0.5144,34.422,20.241
0.5143,34.237,20.216
0.51486,34.061,20.195
0.5149,33.887,20.17
0.51393,33.713,20.145
