Ft,Fs,Depth
63.41,169.76,21.697
63.467,169.8,21.699
63.523,169.83,21.701
63.575,169.86,21.703
63.625,169.9,21.704
63.675,169.93,21.707
63.723,169.97,21.709
63.772,170,21.711
63.819,170.04,21.712
63.863,170.08,21.713
63.9,170.12,21.713
63.936,170.17,21.712
63.971,170.22,21.712
64.002,170.28,21.712
64.033,170.34,21.712
64.059,170.41,21.711
64.079,170.48,21.709
64.095,170.55,21.707
64.108,170.63,21.704
64.119,170.71,21.702
64.129,170.79,21.699
64.135,170.88,21.696
64.138,170.98,21.694
64.139,171.08,21.691
64.136,171.18,21.689
64.132,171.29,21.686
64.124,171.41,21.682
64.113,171.53,21.678
64.101,171.66,21.674
64.085,171.79,21.669
64.065,171.93,21.663
64.045,172.08,21.657
64.021,172.23,21.651
63.995,172.39,21.645
63.97,172.54,21.64
63.944,172.69,21.634
63.917,172.85,21.629
63.887,173.01,21.621
63.858,173.16,21.614
63.828,173.31,21.606
63.798,173.46,21.599
63.765,173.61,21.59
63.732,173.75,21.582
63.694,173.9,21.573
63.468,173.44,21.564
63.244,172.98,21.555
63.022,172.52,21.547
62.799,172.07,21.541
62.577,171.6,21.535
62.354,171.13,21.529
62.129,170.67,21.524
61.904,170.21,21.519
61.678,169.76,21.515
61.455,169.31,21.511
61.233,168.85,21.508
61.011,168.41,21.505
60.79,167.97,21.502
60.567,167.53,21.498
60.344,167.1,21.496
60.12,166.67,21.495
59.897,166.25,21.495
59.677,165.83,21.496
59.462,165.41,21.496
59.248,165,21.495
59.037,164.59,21.493
58.83,164.18,21.489
58.626,163.77,21.484
58.425,163.35,21.479
58.228,162.93,21.472
58.033,162.5,21.464
57.837,162.07,21.456
57.642,161.65,21.447
57.445,161.22,21.438
57.243,160.8,21.429
57.042,160.38,21.421
56.84,159.96,21.412
56.641,159.54,21.403
56.44,159.12,21.394
56.239,158.72,21.387
56.035,158.31,21.379
55.834,157.91,21.37
55.631,157.5,21.362
55.43,157.1,21.355
55.227,156.71,21.348
55.02,156.31,21.341
54.814,155.92,21.335
54.605,155.53,21.329
54.394,155.15,21.323
54.181,154.77,21.317
53.968,154.39,21.311
53.757,154.02,21.306
53.543,153.64,21.301
53.326,153.27,21.296
53.111,152.9,21.291
52.895,152.54,21.285
52.681,152.16,21.28
52.463,151.79,21.274
52.249,151.41,21.267
52.032,151.02,21.259
51.816,150.63,21.25
51.599,150.23,21.24
51.38,149.83,21.229
51.163,149.42,21.218
50.946,148.99,21.205
50.734,148.56,21.191
50.521,148.11,21.175
50.307,147.67,21.159
50.097,147.21,21.143
49.885,146.76,21.127
49.671,146.3,21.11
49.462,145.84,21.093
49.252,145.36,21.075
49.043,144.89,21.056
48.837,144.41,21.038
48.632,143.92,21.019
48.423,143.43,20.999
48.217,142.93,20.979
48.011,142.43,20.958
47.802,141.92,20.938
47.594,141.41,20.917
47.385,140.89,20.895
47.177,140.37,20.874
46.97,139.85,20.852
46.761,139.33,20.831
46.552,138.81,20.81
46.344,138.28,20.788
46.136,137.75,20.767
45.928,137.22,20.746
45.721,136.68,20.724
45.513,136.14,20.702
45.303,135.59,20.679
45.096,135.05,20.657
44.888,134.49,20.634
44.679,133.92,20.611
44.468,133.35,20.588
44.255,132.77,20.565
44.041,132.19,20.541
43.825,131.6,20.518
43.606,131.01,20.495
43.385,130.41,20.47
43.164,129.81,20.446
42.945,129.2,20.422
42.722,128.59,20.399
42.496,127.97,20.374
42.269,127.34,20.349
42.039,126.71,20.325
41.813,126.07,20.299
41.584,125.42,20.273
41.353,124.77,20.247
41.119,124.11,20.22
40.883,123.44,20.195
40.646,122.76,20.169
40.404,122.07,20.142
40.165,121.36,20.114
39.927,120.65,20.087
39.685,119.92,20.059
39.442,119.19,20.031
39.198,118.45,20.002
38.915,117.65,19.973
38.633,116.85,19.944
38.352,116.06,19.915
38.069,115.27,19.887
37.788,114.48,19.858
37.504,113.68,19.83
37.216,112.89,19.802
36.927,112.1,19.773
36.64,111.31,19.746
36.352,110.53,19.717
36.064,109.74,19.689
35.772,108.95,19.66
35.476,108.16,19.631
35.177,107.38,19.602
34.878,106.59,19.572
34.578,105.81,19.543
34.275,105.03,19.514
33.974,104.25,19.486
33.672,103.47,19.457
33.37,102.69,19.429
33.063,101.94,19.401
32.754,101.2,19.374
32.442,100.46,19.347
32.131,99.726,19.32
31.817,98.998,19.293
31.506,98.278,19.268
31.191,97.57,19.243
30.873,96.871,19.218
30.553,96.178,19.193
30.233,95.485,19.168
29.914,94.791,19.142
29.593,94.096,19.117
29.275,93.405,19.093
28.951,92.72,19.069
28.63,92.04,19.046
28.306,91.36,19.023
27.985,90.679,18.998
27.666,89.992,18.975
27.344,89.308,18.952
27.025,88.632,18.929
26.707,87.954,18.905
26.387,87.281,18.883
26.07,86.61,18.86
25.753,85.94,18.838
25.436,85.281,18.817
25.121,84.626,18.796
24.806,83.963,18.775
24.491,83.293,18.754
24.179,82.618,18.732
23.867,81.948,18.71
23.557,81.278,18.689
23.247,80.61,18.668
22.942,79.936,18.646
22.64,79.267,18.624
22.34,78.597,18.603
22.043,77.927,18.582
21.751,77.256,18.56
21.463,76.583,18.538
21.181,75.922,18.516
20.901,75.279,18.493
20.62,74.656,18.472
20.348,74.082,18.453
20.08,73.541,18.435
19.816,73.025,18.416
19.552,72.53,18.4
19.284,72.082,18.388
19.017,71.671,18.378
18.751,71.293,18.369
18.487,70.929,18.362
18.222,70.564,18.354
17.956,70.241,18.353
17.692,69.947,18.357
17.427,69.69,18.368
17.159,69.453,18.383
16.893,69.26,18.411
16.628,69.087,18.445
16.343,68.941,18.49
16.054,68.77,18.526
15.758,68.565,18.554
15.46,68.329,18.575
15.159,68.067,18.592
14.849,67.76,18.604
14.532,67.436,18.615
14.214,67.094,18.624
13.893,66.732,18.631
13.566,66.342,18.636
13.239,65.948,18.642
12.908,65.544,18.647
12.578,65.137,18.65
12.251,64.728,18.654
11.932,64.317,18.654
11.621,63.903,18.652
11.326,63.498,18.649
11.041,63.096,18.641
10.764,62.705,18.633
10.494,62.314,18.623
10.228,61.923,18.612
9.9635,61.538,18.602
9.7002,61.149,18.59
9.4394,60.755,18.581
9.1742,60.362,18.571
8.9119,59.965,18.559
8.6484,59.568,18.547
8.386,59.168,18.534
8.1203,58.773,18.525
7.8595,58.383,18.511
7.609,58.004,18.495
7.3709,57.639,18.477
7.1459,57.291,18.458
6.9322,56.951,18.433
6.724,56.626,18.41
6.5221,56.303,18.386
6.3332,55.988,18.357
6.1568,55.687,18.324
5.9924,55.396,18.287
5.8406,55.113,18.247
5.6981,54.837,18.204
5.5627,54.565,18.155
5.434,54.298,18.108
5.3171,54.038,18.057
5.2065,53.778,18.005
5.1019,53.518,17.949
4.9969,53.259,17.897
4.8968,52.998,17.84
4.7962,52.741,17.786
4.6946,52.488,17.73
4.5936,52.238,17.676
4.4932,51.995,17.619
4.3944,51.764,17.563
4.2969,51.545,17.507
4.2007,51.34,17.449
4.1042,51.153,17.394
4.0084,50.969,17.344
3.9141,50.782,17.288
3.8236,50.596,17.235
3.7381,50.416,17.179
3.6628,50.247,17.118
3.5985,50.086,17.055
3.5374,49.927,16.993
3.4826,49.765,16.923
3.4356,49.599,16.846
3.3913,49.429,16.77
3.3541,49.256,16.696
3.3171,49.08,16.618
3.2596,48.897,16.564
3.2064,48.713,16.505
3.1526,48.523,16.447
3.1062,48.329,16.388
3.06,48.134,16.328
3.0181,47.938,16.271
2.9779,47.738,16.211
2.938,47.539,16.15
2.8987,47.335,16.086
2.8626,47.132,16.033
2.8265,46.928,15.981
2.792,46.723,15.929
2.7652,46.508,15.878
2.7403,46.291,15.827
2.7184,46.07,15.776
2.6973,45.847,15.724
2.6773,45.621,15.673
2.6628,45.394,15.622
2.6493,45.159,15.572
2.6376,44.92,15.522
2.6302,44.677,15.472
2.6221,44.431,15.423
2.6125,44.183,15.373
2.6068,43.93,15.324
2.6027,43.676,15.275
2.6,43.42,15.226
2.5991,43.161,15.178
2.5987,42.902,15.129
2.5966,42.644,15.081
2.599,42.384,15.033
2.6045,42.125,14.986
2.6074,41.863,14.939
2.6126,41.599,14.892
2.6179,41.333,14.846
2.6235,41.062,14.799
2.6316,40.789,14.753
2.6402,40.516,14.707
2.6483,40.249,14.661
2.6548,39.981,14.616
2.6641,39.713,14.571
2.6756,39.447,14.525
2.6856,39.186,14.48
2.6964,38.929,14.435
2.7068,38.672,14.39
2.7205,38.421,14.346
2.7305,38.173,14.301
2.7423,37.929,14.257
2.7524,37.69,14.213
2.7603,37.457,14.168
2.7666,37.233,14.124
2.7728,37.012,14.079
2.7766,36.797,14.036
2.7806,36.581,13.992
2.7839,36.367,13.948
2.7893,36.153,13.905
2.7927,35.941,13.862
2.7932,35.733,13.818
2.7976,35.522,13.775
2.7999,35.31,13.732
2.8032,35.096,13.69
2.8073,34.88,13.646
2.8126,34.665,13.603
2.8152,34.45,13.561
2.8161,34.24,13.518
2.8164,34.03,13.476
2.8166,33.815,13.434
2.8201,33.594,13.392
2.8252,33.372,13.351
2.8343,33.148,13.31
2.8408,32.922,13.268
2.8461,32.698,13.228
2.8539,32.473,13.188
2.8619,32.25,13.148
2.8693,32.025,13.108
2.8797,31.796,13.069
2.8952,31.564,13.03
2.9098,31.328,12.991
2.9249,31.092,12.952
2.9377,30.859,12.913
2.9537,30.624,12.875
2.9702,30.389,12.837
2.9847,30.157,12.799
2.9987,29.926,12.761
3.0148,29.692,12.724
3.0296,29.46,12.686
3.0413,29.229,12.649
3.0566,28.996,12.612
3.0698,28.766,12.575
3.0855,28.534,12.539
3.1,28.303,12.503
3.1169,28.07,12.467
3.1337,27.838,12.431
3.1485,27.606,12.396
3.1638,27.374,12.36
3.1821,27.144,12.324
3.1982,26.915,12.289
3.2155,26.683,12.254
3.2321,26.455,12.219
3.2482,26.227,12.184
3.2619,26.002,12.149
3.2756,25.777,12.115
3.2916,25.553,12.08
3.3058,25.331,12.046
3.3212,25.111,12.013
3.3342,24.893,11.979
3.3454,24.677,11.945
3.357,24.462,11.911
3.3706,24.247,11.878
3.3851,24.033,11.845
3.3994,23.821,11.811
3.4133,23.608,11.778
3.4256,23.398,11.745
3.4395,23.186,11.712
3.4545,22.976,11.679
3.4705,22.765,11.661
3.4841,22.556,11.643
3.4973,22.353,11.625
3.5129,22.148,11.608
3.5265,21.947,11.591
3.5464,21.742,11.574
3.5618,21.542,11.557
3.5762,21.347,11.541
3.5911,21.154,11.53
3.6056,20.96,11.519
3.6213,20.767,11.508
3.6361,20.577,11.497
3.6515,20.386,11.487
3.6658,20.2,11.476
3.6799,20.011,11.457
3.6943,19.824,11.436
3.707,19.639,11.411
3.7198,19.457,11.391
3.7329,19.276,11.372
3.7438,19.098,11.345
3.7563,18.922,11.329
3.7697,18.744,11.302
3.7792,18.57,11.271
3.7899,18.399,11.244
3.7987,18.23,11.207
3.8068,18.064,11.182
3.8141,17.899,11.149
3.8205,17.736,11.108
3.8293,17.575,11.078
3.8359,17.417,11.044
3.8415,17.261,11.011
3.8459,17.108,10.977
3.8528,16.958,10.956
3.8583,16.807,10.922
3.865,16.658,10.89
3.8718,16.514,10.868
3.8769,16.369,10.835
3.8812,16.226,10.807
3.8873,16.082,10.777
3.8922,15.944,10.756
3.8987,15.803,10.723
3.9037,15.666,10.698
3.908,15.53,10.668
3.9129,15.394,10.636
3.916,15.261,10.607
3.9203,15.131,10.578
3.9246,15,10.551
3.9294,14.867,10.516
3.9329,14.741,10.49
3.9365,14.615,10.464
3.9392,14.49,10.436
3.9436,14.362,10.398
3.9462,14.24,10.37
3.9495,14.118,10.338
3.9497,14.003,10.309
3.9504,13.888,10.277
3.9509,13.776,10.247
3.9527,13.666,10.22
3.9519,13.558,10.191
3.9531,13.453,10.167
3.9534,13.348,10.135
3.9519,13.248,10.11
3.9524,13.147,10.076
3.9505,13.047,10.048
3.9507,12.951,10.018
3.9494,12.854,9.9902
3.9487,12.752,9.9535
3.9494,12.661,9.9294
3.9495,12.568,9.9032
3.9499,12.474,9.88
3.9501,12.38,9.8501
3.9476,12.288,9.8175
3.9465,12.2,9.793
3.9473,12.109,9.7628
3.9491,12.024,9.7408
3.9503,11.938,9.7113
3.9512,11.852,9.684
3.9533,11.768,9.6539
3.9545,11.684,9.6212
3.9561,11.604,9.5915
3.9566,11.524,9.5652
3.9578,11.446,9.5397
3.9602,11.37,9.5151
3.9596,11.294,9.4913
3.9604,11.219,9.4661
3.9623,11.146,9.4423
3.9621,11.072,9.4197
3.9627,10.997,9.3942
3.9624,10.923,9.3699
3.9627,10.848,9.3396
3.9629,10.776,9.3127
3.9611,10.711,9.2963
3.961,10.642,9.2709
3.9604,10.573,9.2478
3.9628,10.506,9.2225
3.9631,10.439,9.2018
3.9628,10.375,9.1845
3.9639,10.308,9.1544
3.9632,10.244,9.1331
3.9649,10.184,9.1144
3.9657,10.125,9.0972
3.9653,10.063,9.0779
3.9652,10.002,9.0551
3.9646,9.9438,9.0385
3.9649,9.8892,9.0213
3.9663,9.8365,9.0058
3.9678,9.7806,8.9791
3.9658,9.7254,8.9588
3.9646,9.6707,8.9353
3.965,9.6149,8.9171
3.9643,9.5622,8.8994
3.9659,9.5119,8.8788
3.9662,9.4602,8.8598
3.9651,9.4101,8.8409
3.964,9.3645,8.8289
3.9639,9.3203,8.8168
3.9658,9.2776,8.8
3.9675,9.2343,8.7818
3.9683,9.1948,8.7654
3.9669,9.1566,8.7538
3.9677,9.1154,8.7343
3.9685,9.0739,8.7209
3.9667,9.0355,8.7031
3.9681,9.0001,8.6824
3.9687,8.9618,8.66
3.969,8.9275,8.6479
3.9669,8.8945,8.6341
3.9642,8.8623,8.6184
3.9655,8.8334,8.6029
3.9646,8.8041,8.5892
3.9615,8.7734,8.5722
3.9565,8.7466,8.5582
3.9512,8.7219,8.5432
3.9474,8.6968,8.5282
3.9449,8.6749,8.5149
3.9407,8.653,8.4989
3.9374,8.6315,8.4834
3.9322,8.6122,8.4718
3.9256,8.5895,8.4555
3.9185,8.5747,8.4431
3.9113,8.5554,8.4252
3.9033,8.5356,8.406
3.8946,8.519,8.3863
3.885,8.5018,8.3676
3.8735,8.4882,8.3557
3.8593,8.4768,8.34
3.8467,8.4613,8.3207
3.8328,8.4511,8.3074
3.8185,8.4342,8.285
3.8044,8.429,8.2751
3.79,8.4201,8.2632
3.7743,8.412,8.25
3.7572,8.4043,8.2425
3.7399,8.401,8.2435
3.7258,8.3969,8.2321
3.7083,8.3977,8.2278
3.6879,8.3927,8.222
3.6697,8.3912,8.2148
3.6472,8.3869,8.2042
3.627,8.3856,8.2022
3.6048,8.3834,8.2038
3.5827,8.3804,8.2007
3.5574,8.3787,8.2058
3.5325,8.381,8.2099
3.5077,8.3804,8.2103
3.4821,8.3794,8.2148
3.4568,8.3823,8.2207
3.4258,8.3847,8.2313
3.3988,8.3889,8.2401
3.368,8.3931,8.2546
3.3368,8.3962,8.2668
3.3062,8.4,8.2802
3.2752,8.407,8.2921
3.2433,8.4132,8.3055
3.2125,8.4219,8.3217
3.1807,8.4302,8.3376
3.1497,8.4404,8.3578
3.1191,8.4515,8.3745
3.0915,8.4674,8.3836
3.0614,8.4852,8.403
3.0315,8.5021,8.4158
3.0033,8.5209,8.4343
2.9748,8.5403,8.4546
2.9427,8.5614,8.4807
2.9134,8.5832,8.505
2.8814,8.6055,8.5368
2.8503,8.6298,8.5695
2.8179,8.6558,8.6049
2.7848,8.6809,8.6391
2.7538,8.7096,8.6753
2.7454,8.748,8.6917
2.7346,8.7839,8.7121
2.7264,8.8195,8.7279
2.7151,8.8551,8.7477
2.7067,8.8936,8.7707
2.6953,8.9305,8.7905
2.6833,8.9633,8.8082
2.673,9.0021,8.8299
2.6647,9.0439,8.8573
2.653,9.0861,8.8737
2.6418,9.1261,8.887
2.6327,9.1658,8.8993
2.6224,9.2094,8.9125
2.6104,9.2546,8.9303
2.5968,9.3015,8.9458
2.584,9.3492,8.9606
2.5699,9.3949,8.9746
2.552,9.4407,8.9918
2.5383,9.492,9.0051
2.5215,9.5437,9.0225
2.5051,9.5947,9.0366
2.488,9.6514,9.0555
2.4751,9.7112,9.0742
2.4573,9.766,9.0912
2.4392,9.8232,9.1101
2.4228,9.8827,9.1269
2.4056,9.9406,9.1436
2.3873,9.9965,9.1597
2.3728,10.057,9.1786
2.3544,10.117,9.196
2.3326,10.173,9.215
2.3176,10.233,9.2331
2.2987,10.289,9.2545
2.28,10.345,9.2744
2.2638,10.4,9.2957
2.2455,10.453,9.3155
2.2278,10.504,9.3359
2.2115,10.555,9.3559
2.1958,10.605,9.3778
2.1776,10.657,9.4014
2.1584,10.71,9.4246
2.1409,10.766,9.4486
2.1221,10.828,9.4723
2.107,10.897,9.494
2.0872,10.97,9.5179
2.0701,11.047,9.5422
2.0528,11.124,9.5665
2.0349,11.21,9.5914
2.0163,11.305,9.617
1.9964,11.4,9.6418
1.9763,11.499,9.6681
1.9577,11.604,9.6939
1.9386,11.709,9.7188
1.9224,11.816,9.7441
1.9021,11.922,9.77
1.8849,12.033,9.7944
1.8657,12.142,9.8204
1.8458,12.254,9.8458
1.8271,12.368,9.8721
1.8096,12.481,9.8974
1.79,12.597,9.924
1.7695,12.711,9.9499
1.7529,12.828,9.9761
1.7371,12.943,10.001
1.7211,13.055,10.027
1.7063,13.172,10.053
1.6916,13.29,10.08
1.6759,13.409,10.107
1.6579,13.527,10.133
1.6414,13.646,10.159
1.6275,13.765,10.186
1.6103,13.888,10.213
1.5931,14.008,10.241
1.5778,14.129,10.267
1.5632,14.25,10.295
1.5471,14.372,10.321
1.5301,14.496,10.349
1.513,14.62,10.376
1.4977,14.743,10.404
1.4804,14.869,10.431
1.4632,14.998,10.459
1.4468,15.125,10.487
1.4329,15.251,10.514
1.4158,15.378,10.542
1.4001,15.506,10.57
1.3856,15.635,10.6
1.3691,15.764,10.628
1.3539,15.895,10.657
1.3385,16.026,10.685
1.323,16.158,10.714
1.3058,16.289,10.743
1.29,16.423,10.773
1.2743,16.556,10.803
1.2586,16.69,10.833
1.2403,16.825,10.863
1.2249,16.961,10.893
1.2086,17.1,10.922
1.1908,17.239,10.952
1.1752,17.377,10.981
1.1602,17.516,11.011
1.1453,17.655,11.04
1.1288,17.8,11.07
1.1142,17.94,11.1
1.0999,18.084,11.13
1.0851,18.227,11.161
1.0729,18.37,11.191
1.0587,18.513,11.221
1.0448,18.66,11.252
1.0305,18.806,11.282
1.0155,18.95,11.313
0.99913,19.097,11.344
0.98663,19.243,11.375
0.97193,19.388,11.406
0.95769,19.535,11.437
0.94039,19.686,11.453
0.92621,19.838,11.47
0.91148,19.987,11.487
0.89457,20.139,11.504
0.8796,20.289,11.521
0.85863,20.446,11.538
0.84457,20.601,11.555
0.82971,20.753,11.572
0.81602,20.906,11.585
0.80123,21.063,11.598
0.784,21.22,11.61
0.76911,21.377,11.622
0.7531,21.537,11.634
0.73831,21.696,11.646
0.72338,21.856,11.668
0.70798,22.016,11.69
0.69422,22.175,11.718
0.68169,22.335,11.741
0.66929,22.497,11.764
0.65692,22.656,11.795
0.64362,22.814,11.814
0.63054,22.977,11.845
0.62005,23.138,11.879
0.60968,23.298,11.911
0.59989,23.459,11.952
0.58956,23.617,11.983
0.58129,23.778,12.021
0.57349,23.939,12.068
0.56537,24.099,12.103
0.55905,24.257,12.143
0.55215,24.414,12.183
0.54669,24.573,12.222
0.53962,24.73,12.251
0.53311,24.89,12.292
0.52617,25.05,12.332
0.51898,25.207,12.362
0.51503,25.368,12.402
0.5114,25.527,12.436
0.5041,25.691,12.473
0.49859,25.846,12.501
0.49249,26.005,12.541
0.48609,26.163,12.574
0.48064,26.323,12.611
0.47634,26.483,12.653
0.47164,26.643,12.69
0.46729,26.803,12.727
0.464,26.964,12.763
0.45888,27.128,12.807
0.45597,27.289,12.841
0.4518,27.451,12.876
0.44871,27.614,12.913
0.446,27.783,12.959
0.44368,27.948,12.996
0.44027,28.115,13.037
0.43811,28.28,13.075
0.43826,28.445,13.117
0.43688,28.611,13.155
0.43585,28.778,13.192
0.43536,28.945,13.233
0.43417,29.112,13.268
0.4332,29.281,13.311
0.43368,29.446,13.348
0.43477,29.612,13.394
0.43393,29.782,13.434
0.43391,29.948,13.475
0.43457,30.117,13.515
0.43558,30.29,13.563
0.43497,30.456,13.6
0.43538,30.626,13.638
0.43661,30.799,13.674
0.43728,30.975,13.717
0.43812,31.15,13.762
0.43767,31.321,13.798
0.43802,31.495,13.841
0.4374,31.667,13.876
0.43612,31.845,13.92
0.43547,32.024,13.961
0.43321,32.203,14.005
0.43216,32.388,14.052
0.42949,32.572,14.096
0.42884,32.756,14.137
0.4272,32.94,14.177
0.42537,33.124,14.218
0.42611,33.311,14.257
0.42642,33.497,14.298
0.42561,33.682,14.338
0.42688,33.87,14.377
0.42737,34.06,14.419
0.42864,34.25,14.46
0.42943,34.443,14.507
0.42847,34.634,14.551
0.4289,34.821,14.585
0.42902,35.013,14.628
0.43062,35.205,14.668
0.42919,35.395,14.711
0.42979,35.584,14.749
0.43144,35.771,14.785
0.43116,35.964,14.834
0.43244,36.154,14.876
0.43128,36.336,14.914
0.43127,36.519,14.951
0.43215,36.706,14.99
0.4318,36.895,15.033
0.43371,37.083,15.07
0.43362,37.268,15.108
0.43236,37.455,15.145
0.43254,37.644,15.194
0.43425,37.835,15.234
0.4346,38.028,15.278
0.43418,38.224,15.319
0.43408,38.418,15.357
0.4328,38.613,15.4
0.43382,38.811,15.442
0.43305,39.009,15.484
0.43499,39.203,15.52
0.43511,39.4,15.556
0.4347,39.593,15.597
0.43448,39.787,15.638
0.43228,39.98,15.677
0.43363,40.173,15.712
0.43509,40.369,15.754
0.43462,40.568,15.791
0.43527,40.766,15.83
0.43379,40.962,15.873
0.43401,41.162,15.918
0.43478,41.359,15.954
0.43536,41.559,15.991
0.43719,41.761,16.031
0.43596,41.958,16.069
0.43658,42.157,16.106
0.4382,42.361,16.147
0.43906,42.562,16.185
0.43995,42.761,16.225
0.4401,42.962,16.264
0.43859,43.161,16.302
0.43759,43.363,16.342
0.43746,43.567,16.383
0.43782,43.771,16.419
0.43672,43.978,16.458
0.43711,44.18,16.496
0.43791,44.386,16.538
0.43829,44.595,16.582
0.43717,44.802,16.627
0.43583,45.009,16.67
0.43431,45.213,16.707
0.43349,45.418,16.747
0.43449,45.627,16.792
0.43303,45.832,16.831
0.43271,46.046,16.88
0.43046,46.252,16.919
0.43166,46.459,16.957
0.43024,46.668,17
0.4317,46.876,17.038
0.43214,47.082,17.067
0.43238,47.29,17.106
0.43095,47.496,17.143
0.43169,47.707,17.179
0.43127,47.917,17.217
0.43227,48.13,17.261
0.43235,48.339,17.297
0.43137,48.546,17.33
0.4302,48.757,17.368
0.43101,48.968,17.399
0.42947,49.178,17.435
0.42963,49.391,17.472
0.43141,49.602,17.507
0.43009,49.812,17.542
0.43011,50.025,17.576
0.43152,50.238,17.609
0.43272,50.45,17.641
0.43523,50.663,17.674
0.43684,50.878,17.708
0.43662,51.091,17.743
0.43696,51.307,17.779
0.43626,51.523,17.812
0.43794,51.739,17.846
0.43781,51.958,17.877
0.43887,52.175,17.911
0.43818,52.39,17.947
0.43836,52.606,17.979
0.43924,52.825,18.014
0.43979,53.042,18.047
0.43882,53.259,18.082
0.44046,53.476,18.112
0.4415,53.692,18.143
0.44292,53.908,18.173
0.44343,54.123,18.207
0.44566,54.336,18.239
0.44633,54.552,18.27
0.44541,54.765,18.303
0.44549,54.976,18.332
0.44656,55.189,18.36
0.44644,55.405,18.394
0.44687,55.619,18.425
0.44613,55.833,18.452
0.44912,56.048,18.481
0.45089,56.269,18.515
0.45022,56.483,18.544
0.45037,56.696,18.572
0.44936,56.912,18.6
0.44848,57.128,18.63
0.44855,57.345,18.662
0.44767,57.563,18.693
0.4482,57.778,18.719
0.44817,57.997,18.748
0.44762,58.215,18.778
0.44706,58.436,18.808
0.4489,58.655,18.835
0.44791,58.873,18.866
0.44914,59.091,18.893
0.44944,59.311,18.924
0.44923,59.53,18.949
0.44859,59.744,18.976
0.44905,59.965,19.003
0.45067,60.183,19.029
0.44966,60.401,19.057
0.44955,60.62,19.085
0.44987,60.844,19.114
0.4493,61.06,19.14
0.44977,61.279,19.168
0.45091,61.5,19.194
0.45008,61.718,19.222
0.45053,61.94,19.245
0.4505,62.165,19.27
0.45133,62.392,19.294
0.45137,62.619,19.32
0.45299,62.848,19.345
0.45228,63.077,19.37
0.4526,63.309,19.393
0.45365,63.539,19.415
0.45273,63.767,19.437
0.45231,63.992,19.459
0.45365,64.211,19.481
0.45165,64.424,19.505
0.45255,64.633,19.526
0.45167,64.84,19.548
0.45049,65.047,19.569
0.44965,65.247,19.59
0.44897,65.44,19.61
0.44926,65.631,19.631
0.44962,65.819,19.65
0.44913,66.002,19.67
0.44869,66.186,19.69
0.44918,66.37,19.711
0.45074,66.555,19.731
0.44892,66.738,19.753
0.45058,66.923,19.772
0.45065,67.104,19.793
0.45038,67.286,19.813
0.44963,67.469,19.833
0.44915,67.652,19.852
0.44958,67.835,19.873
0.44877,68.017,19.893
0.44702,68.2,19.913
0.44636,68.386,19.933
0.44633,68.569,19.953
0.44495,68.753,19.973
0.44499,68.934,19.992
0.44452,69.117,20.012
0.44475,69.302,20.032
0.44226,69.487,20.051
0.44265,69.669,20.07
0.44219,69.853,20.088
0.44156,70.036,20.108
0.44197,70.217,20.127
0.44016,70.4,20.147
0.44002,70.586,20.166
0.43869,70.771,20.185
0.43915,70.954,20.204
0.43786,71.136,20.223
0.43694,71.318,20.242
0.43682,71.504,20.26
0.43506,71.69,20.28
0.4357,71.877,20.299
0.43369,72.062,20.317
0.43417,72.247,20.335
0.43377,72.435,20.354
0.43436,72.62,20.372
0.43341,72.805,20.391
0.43335,72.989,20.409
0.4335,73.177,20.426
0.4339,73.36,20.444
0.43567,73.545,20.461
0.43702,73.733,20.478
0.43765,73.921,20.495
0.43727,74.109,20.513
0.43673,74.295,20.531
0.43613,74.482,20.548
0.43613,74.671,20.567
0.43655,74.861,20.585
0.43796,75.054,20.603
0.4379,75.243,20.621
0.43897,75.433,20.639
0.43795,75.622,20.657
0.43789,75.814,20.674
0.43734,76.006,20.692
0.43853,76.2,20.709
0.43741,76.392,20.727
0.43649,76.583,20.744
0.43556,76.774,20.762
0.43745,76.968,20.779
0.43683,77.16,20.796
0.43706,77.356,20.813
0.43596,77.549,20.83
0.43571,77.741,20.848
0.43513,77.932,20.865
0.43483,78.125,20.882
0.43605,78.32,20.898
0.43637,78.516,20.916
0.43785,78.712,20.932
0.43527,78.907,20.948
0.43549,79.106,20.966
0.4343,79.302,20.982
0.4337,79.501,20.998
0.4343,79.702,21.015
0.43333,79.9,21.032
0.43223,80.099,21.05
0.43126,80.298,21.067
0.43045,80.496,21.084
0.43027,80.695,21.101
0.43,80.894,21.117
0.42839,81.091,21.133
0.43006,81.29,21.15
0.43007,81.492,21.166
0.43071,81.697,21.183
0.43069,81.9,21.199
0.42968,82.1,21.216
0.42843,82.302,21.233
0.42839,82.505,21.248
0.42784,82.707,21.265
0.42793,82.906,21.281
0.42808,83.103,21.297
0.42782,83.3,21.314
0.42806,83.498,21.33
0.42772,83.696,21.346
0.4267,83.895,21.361
0.42616,84.094,21.377
0.42541,84.291,21.393
0.4255,84.487,21.409
0.42564,84.687,21.425
0.42335,84.886,21.442
0.4212,85.084,21.459
0.42155,85.281,21.475
0.4223,85.48,21.491
0.42243,85.679,21.508
0.42264,85.879,21.524
0.42302,86.077,21.54
0.42469,86.274,21.556
0.42372,86.472,21.572
0.42345,86.667,21.588
0.42212,86.858,21.604
0.42225,87.052,21.62
0.4215,87.246,21.636
0.42059,87.437,21.652
0.42014,87.625,21.668
0.41879,87.812,21.684
0.41853,87.998,21.7
0.41791,88.188,21.717
